libreoffice-fresh 26.2.2-4
librest 0.10.2-1
libretro-beetle-pce 1246-1
libretro-beetle-pce-fast 1287-1
libretro-beetle-psx 2785-1
libretro-beetle-psx-hw 2785-1
libretro-beetle-supergrafx 1019-1
libretro-blastem 2052-3
libretro-bsnes 1:3212-1
libretro-bsnes-hd 57-1
libretro-bsnes2014 1:577-3
libretro-core-info 1.22.2-1
libretro-desmume 6361-1
libretro-dolphin 33059-2
libretro-fbneo-git 1:1.0.0.02.r7637.g8dadde8-1
libretro-flycast 6943-1
libretro-gambatte 1080-1
libretro-genesis-plus-gx 2306-1
libretro-kronos 7016-3
libretro-mame 97151-1
libretro-mame2016 44430-1
libretro-melonds 2016-1
libretro-mesen 2904-1
libretro-mesen-s 916-4
libretro-mgba 9840-1
libretro-mupen64plus-next 1:454-1
libretro-nestopia 1:169-1
libretro-overlays 332-1
libretro-parallel-n64 5265-1
libretro-picodrive 2805-1
libretro-play 8625-3
libretro-ppsspp 44520-3
libretro-sameboy 1720-3
libretro-scummvm 161421-1
libretro-shaders-slang 1759-1
libretro-snes9x 1:2651-1
libretro-yabause 3344-1
librevenge 0.0.5-4
librsvg 2:2.62.1-1
librsync 1:2.3.4-2
libsamplerate 0.2.2-3
libsasl 2.1.28-5
libseccomp 2.6.0-1
libsecret 0.21.7-1
libshout 1:2.4.6-5
libshumate 1.6.1-1
libsigc++ 2.12.1-2
libsigc++-3.0 3.8.0-1
libsixel 1.10.5-1
libslirp 4.9.1-1
libsm 1.2.6-1
libsndfile 1.2.2-4
libsodium 1.0.22-1
libsonic 0.2.0-2
libsoup 2.74.3-4
libsoup3 3.6.6-2
libsoxr 0.1.3-4
libspectre 0.2.12-2
libspeechd 0.12.1-3
libspelling 0.4.10-1
libspiro 1:20240903-1
libsquish 1.15-8
libsrtp 1:2.8.0-1
libssc 0.4.2-1
libssh 0.12.0-1
libssh2 1.11.1-1
libstaroffice 0.0.7-5
libstdc++ 15.2.1+r604+g0b99615a8aef-1
libstemmer 3.0.1-1
libsynctex 2026.0-1
libsysprof-capture 50.0-1
libtasn1 4.21.0-1
libtatsu 1.0.5-1
libteam 1.32-3
libthai 0.1.30-1
libtheora 1.2.0-1
libtiff 4.7.1-2
libtirpc 1.3.7-1
libtommath 1.3.0-2
libtool 2.6.0-4
libtorrent-rasterbar 1:2.0.12-2
libtraceevent 1:1.9.0-1
libtracefs 1.8.3-1
libtsan 15.2.1+r604+g0b99615a8aef-1
libubsan 15.2.1+r604+g0b99615a8aef-1
libunibreak 7.0-1
libunistring 1.4.1-1
libunrar 1:7.2.5-1
libunwind 1.8.2-1
liburing 2.14-1
libusb 1.0.29-1
libusbmuxd 2.1.1-2
libutempter 1.2.3-1
libutf8proc 2.11.3-1
libuv 1.52.1-1
libva 2.23.0-1
libva-nvidia-driver 0.0.16-1
libvdpau 1.5-4
libverto 0.3.2-6
libvirt 1:12.2.0-1
libvirt-glib 5.0.0-3
libvisio 0.1.10-3
libvncserver 0.9.15-1
libvorbis 1.3.7-4
libvpl 2.16.0-2
libvpx 1.16.0-3
libvterm 0.3.3-2
libwacom 2.18.0-2
libwbclient 2:4.24.1-1
libwebp 1.6.0-2
libwireplumber 0.5.14-1
libwmf 0.2.15-1
libwnck3 43.3-1
libwpd 0.10.3-6
libwps 0.4.14-4
libwslay 1.1.1-6
libx11-mr293 1.8.12-1
libxau 1.0.12-1
libxaw 1.0.16-2
libxcb 1.17.0-1
libxcomposite 0.4.7-1
libxcrypt 4.5.2-1
libxcrypt-compat 4.5.2-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.7-1
libxdmcp 1.1.5-2
libxdp 1.6.3-1
libxext 1.3.7-1
libxfixes 6.0.2-1
libxfont2 2.0.7-1
libxft 2.3.9-1
libxi 1.8.2-1
libxinerama 1.1.6-1
libxkbcommon 1.13.1-1
libxkbcommon-x11 1.13.1-1
libxkbfile 1.2.0-1
libxklavier 5.4-7
libxml2 2.15.3-1
libxml2-legacy 2.13.9-2
libxmlb 0.3.26-1
libxmp 4.7.0-1
libxmu 1.3.1-1
libxnvctrl 595.58.03-1
libxpm 3.5.19-1
libxpresent 1.0.2-1
libxrandr 1.5.5-1
libxrender 0.9.12-1
libxres 1.2.3-1
libxshmfence 1.3.3-1
libxslt 1.1.45-2
libxss 1.2.5-1
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxxf86vm 1.1.7-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzip 1.11.4-1
libzmf 0.0.2-20
licenses 20240728-1
lightsoff 50.0-1
lilv 0.26.4-1
linux 6.19.13.arch1-1
linux-api-headers 6.19-1
linux-firmware 20260410-1
linux-firmware-amdgpu 20260410-1
linux-firmware-atheros 20260410-1
linux-firmware-broadcom 20260410-1
linux-firmware-cirrus 20260410-1
linux-firmware-intel 20260410-1
linux-firmware-mediatek 20260410-1
linux-firmware-nvidia 20260410-1
linux-firmware-other 20260410-1
linux-firmware-radeon 20260410-1
linux-firmware-realtek 20260410-1
linux-firmware-whence 20260410-1
linux-headers 6.19.13.arch1-1
llhttp 9.3.1-1
llvm 22.1.3-1
llvm-libs 22.1.3-1
llvm21 21.1.8-1
llvm21-libs 21.1.8-1
lm_sensors 1:3.6.2-1
lmdb 0.9.35-1
localsearch 3.11.1-1
localsend 1.17.0-3
loupe 50.0-1
lpsolve 5.5.2.14-1
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.6-1
lua 5.5.0-2
lua-luarocks 3.13.0-5
lua51-lpeg 1.1.0-5
lua54 5.4.8-6
luajit 2.1.1774896198+18b087c-1
luarocks 3.13.0-5
luit 20250912-1
lutris-git 0.5.22.r288.g601da62-1
lv2 1.18.10-2
lxappearance 0.6.4-3
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.21-2
mailcap 2.1.54-2
make 4.4.1-3
mako 1.11.0-1
malcontent 0.14.0-4
man-db 2.13.1-1
mangohud 0.8.2-3
manuals 50.1-1
mariadb-libs 12.2.2-2
mbedtls 3.6.5-1
md4c 0.5.3-1
mdadm 4.6-2
media-player-info 26-1
mesa 1:26.0.5-1
mesa-utils 9.0.0-7
meson 1.11.1-1
microsoft-edge-stable-bin 147.0.3912.86-1
milou 6.6.4-1
miniupnpc 2.3.3-3
minizip 1:1.3.2-3
mise 2026.3.17-1
mjpegtools 2.2.1-4
mkinitcpio 40-4
mkinitcpio-busybox 1.36.1-1
mlt 7.36.1-5
mobile-broadband-provider-info 20251101-1
mod_dnssd 0.6-10
modemmanager 1.24.2-1
modemmanager-qt 6.25.0-1
mpdecimal 4.0.1-3
mpfr 4.2.2-1
mpg123 1.33.4-1
mpv 1:0.41.0-3
msgpack-c 6.1.0-2
msgraph 0.3.4-1
mtdev 1.1.7-1
muffin 6.6.3-1
mujs 1.3.9-1
muparser 2.3.5-2
mutter 50.1-1
mypaint-brushes 2.0.2-2
mypaint-brushes1 1.3.1-2
nano 9.0-1
nautilus 50.1-1
nautilus-python 4.1.0-3
ncurses 6.6-2
ndctl 84-1
nemo 6.6.4-1
neon 0.37.1-1
neovim 0.12.2-1
net-snmp 5.9.5.2-1
netpbm 10.86.49-2
nettle 3.10.2-1
network-manager-applet 1.36.0-2
networkmanager 1.56.0-1
networkmanager-qt 6.25.0-1
nftables 1:1.1.6-3
ninja 1.13.2-3
nm-connection-editor 1.36.0-2
node-gyp 12.3.0-1
nodejs 25.9.0-1
nodejs-nopt 9.0.0-1
nordvpn-bin 4.6.0-1
noto-fonts 1:2026.04.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
noto-fonts-extra 1:2026.04.01-1
npm 11.13.0-1
npth 1.8-1
nspr 4.38.2-1
nss 3.123-1
nss-mdns 0.15.1-2
ntfs-3g 2022.10.3-2
numactl 2.0.19-1
nvidia-open-dkms 595.58.03-2
nvidia-settings 595.58.03-1
nvidia-utils 595.58.03-2
obs-studio 32.1.1-3
obsidian 1.12.7-1
ocean-sound-theme 6.6.4-1
ocl-icd 2.3.4-1
omarchy-keyring 20251027-1
omarchy-nvim 2026.4.23-1
omarchy-walker 1.0.0-2
omnissa-horizon-client 2512.1-1
onetbb 2022.3.0-4
oniguruma 6.9.10-1
openal 1.25.1-1
openbsd-netcat 1.234_2-1
opencode 1.14.20-1
opencore-amr 0.1.6-2
opencv 4.13.0-6
openexr 3.4.10-1
openh264 2.6.0-2
openjpeg2 2.5.4-1
openjph 0.27.0-1
openssh 10.3p1-1
openssl 3.6.2-2
opentimelineio 0.18.1-2
openvpn 2.7.2-1
openxr 1.1.57-1
optipng 7.9.1-1
opus 1.6.1-1
opusfile 0.12-4
orc 0.4.42-1
orca 50.1.2-1
osinfo-db 20251212-1
ostree 2025.7-3
oversteer 0.8.3-3
oxygen 6.6.4-1
oxygen-cursors 6.6.4-1
oxygen-icons 1:6.1.0-2
oxygen-sounds 6.6.4-1
p11-kit 0.26.2-1
pacman 7.1.0.r9.g54d9411-1
pacman-mirrorlist 20260406-1
pahole 1:1.31-2
pam 1.7.2-2
pambase 20250719-1
pamixer 1.6-4
pango 1:1.57.1-1
pangomm 2.46.4-2
pangomm-2.48 2.56.1-1
papers 50.1-1
papirus-icon-theme 20250501-1
parted 3.7-1
passim 0.1.11-1
patch 2.8-1
pavucontrol 1:6.2-1
pcaudiolib 1.3-1
pciutils 3.15.0-1
pcre 8.45-4
pcre2 10.47-1
pcsclite 2.4.1-1
perl 5.42.2-1
perl-error 0.17030-3
perl-json 4.11-1
perl-mailtools 2.22-3
perl-timedate 2.35-1
phodav 3.0-4
picom 13-2
pinentry 1.3.2-2
pinta 3.1.2-1
pipewire 1:1.6.4-1
pipewire-audio 1:1.6.4-1
pipewire-pulse 1:1.6.4-1
pixman 0.46.4-1
pkcs11-helper 1.31.0-1
pkgconf 2.5.1-1
plasma-activities 6.6.4-1
plasma-activities-stats 6.6.4-1
plasma-browser-integration 6.6.4-1
plasma-desktop 6.6.4-1
plasma-disks 6.6.4-1
plasma-firewall 6.6.4-1
plasma-integration 6.6.4-1
plasma-keyboard 6.6.4-1
plasma-login-manager 6.6.4-1
plasma-meta 6.6-2
plasma-nm 6.6.4-1
plasma-pa 6.6.4-1
plasma-systemmonitor 6.6.4-1
plasma-thunderbolt 6.6.4-1
plasma-vault 6.6.4-1
plasma-welcome 6.6.4-1
plasma-workspace 6.6.4-1
plasma-workspace-wallpapers 6.6.4-1
plasma-x11-session 6.6.4-1
plasma5support 6.6.4-1
playerctl 2.4.1-5
plocate 1.1.24-1
plymouth 24.004.60-14
podofo 0.10.4-3
polkit 127-3
polkit-gnome 0.105-12
polkit-kde-agent 6.6.4-1
polkit-qt6 0.201.1-1
polybar 3.7.2-2
poppler 26.04.0-1
poppler-data 0.4.12-2
poppler-glib 26.04.0-1
poppler-qt6 26.04.0-1
popsicle 1.3.3-2
popt 1.19-2
portaudio 1:19.7.0-4
portmidi 1:2.0.8-1
postgresql-libs 18.3-2
power-profiles-daemon 0.30-1
powerdevil 6.6.4-1
ppp 2.5.2-1
pps-tools 1.0.3-2
ppsspp-assets 1.20.2-1
print-manager 1:6.6.4-1
prison 6.25.0-1
procps-ng 4.0.6-1
protobuf 34.1-1
protobuf-c 1.5.2-9
proton-ge-custom-bin 1:GE_Proton10_34-1
protonup-qt 2.15.0-1
psmisc 23.7-2
pugixml 1.15-3
pulseaudio-qt 1.8.1-1
purpose 6.25.0-1
pyside6 6.11.0-4
python 3.14.4-1
python-aaf2 1.7.1-4
python-apsw 3.51.3.0-1
python-argcomplete 3.6.3-1
python-autocommand 2.2.2-9
python-babel 2.17.0-3
python-beautifulsoup4 4.14.3-2
python-brltty 6.9.1-1
python-brotli 1.2.0-1
python-brotlicffi 1.2.0.0-2
python-cachetools 7.0.6-1
python-cairo 1.29.0-2
python-certifi 2026.04.22-1
python-cffi 2.0.0-2
python-chardet 6.0.0.post1-1
python-charset-normalizer 3.4.7-1
python-colorama 0.4.6-6
python-contourpy 1.3.3-3
python-css-parser 1.0.10-4
python-cssselect 1.4.0-1
python-cycler 0.12.1-4
python-dasbus 1.7-5
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-defusedxml 0.7.1-8
python-deprecated 1.3.1-1
python-distro 1.9.0-4
python-dnspython 1:2.8.0-3
python-docutils 1:0.22.4-1
python-evdev 1.9.3-1
python-fastjsonschema 2.21.2-2
python-faust-cchardet 2.1.19-5
python-feedparser 6.0.12-2
python-fonttools 4.62.1-1
python-gevent 26.4.0-1
python-gobject 3.56.2-1
python-greenlet 3.4.0-1
python-h11 0.16.0-2
python-html2text 2025.4.15-2
python-html5-parser 0.4.12-5
python-html5lib 1.1-17
python-idna 3.13-1
python-ifaddr 0.2.0-7
python-imagesize 2.0.0-1
python-inflate64 1.0.4-2
python-iniconfig 2.3.0-1
python-inputs 0.5-4
python-jaconv 0.5.0-1
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-kiwisolver 1.5.0-1
python-lark-parser 1.3.1-2
python-lxml 6.1.0-1
python-lxml-html-clean 0.4.4-1
python-mako 1.3.11-1
python-markdown 3.10.2-1
python-markupsafe 3.0.3-1
python-matplotlib 3.10.8-5
python-mechanize 1:0.4.10-3
python-moddb 0.14.0-2
python-more-itertools 11.0.2-1
python-msgpack 1.1.2-2
python-multivolumefile 0.2.3-10
python-netifaces 0.11.0-9
python-numpy 2.4.4-1
python-packaging 26.1-1
python-pam 2.0.2-6
python-pdftotext 2.2.2-11
python-pefile 2024.8.26-2
python-pexpect 4.9.0-7
python-pillow 12.2.0-1
python-pkg_resources 81.0.0-1
python-platformdirs 4.9.6-1
python-pluggy 1.6.0-3
python-poetry-core 2.3.2-1
python-pooch 1.9.0-1
python-protobuf 34.1-1
python-psutil 7.2.2-1
python-ptyprocess 0.7.0-9
python-py7zr 1.1.2-1
python-pyaml 26.2.1-1
python-pybcj 1.0.7-2
python-pychm 0.8.6-11
python-pycparser 3.00-1
python-pycryptodome 3.23.0-2
python-pycryptodomex 3.23.0-3
python-pycups 2.0.4-4
python-pygame 2.6.1-5
python-pygdbmi 0.11.0.0-6
python-pygments 2.20.0-1
python-pyinotify 0.9.6-16
python-pykakasi 2.3.0-3
python-pyparsing 3.3.2-1
python-pyppmd 1.2.0-2
python-pyqt6 6.11.0-1
python-pyqt6-sip 13.11.1-1
python-pyqt6-webengine 6.11.0-1
python-pytest 1:9.0.3-1
python-pytz 2026.1-1
python-pyudev 0.24.4-1
python-pyxdg 0.28-7
python-regex 2026.4.4-1
python-requests 2.33.1-1
python-roman-numerals-py 3.1.0-2
python-scipy 1.17.1-1
python-sentry_sdk 2.58.0-1
python-setproctitle 1.3.7-2
python-setuptools 1:82.0.1-1
python-sgmllib3k 1.0.0-8
python-shtab 1.8.0-2
python-six 1.17.0-3
python-snowballstemmer 3.0.1-1
python-soupsieve 2.8.3-1
python-sphinx 9.1.0-1
python-sphinx-alabaster-theme 1.0.0-6
python-sphinxcontrib-applehelp 2.0.0-5
python-sphinxcontrib-devhelp 2.0.0-6
python-sphinxcontrib-htmlhelp 2.1.0-5
python-sphinxcontrib-jsmath 1.0.1-21
python-sphinxcontrib-qthelp 2.0.0-5
python-sphinxcontrib-serializinghtml 2.0.0-5
python-steam 2.0.0.alpha1-2
python-systemd 235-5
python-termcolor 3.3.0-1
python-terminaltexteffects 0.14.2-2
python-texttable 1.7.0-5
python-tinycss2 1.5.1-2
python-tqdm 4.67.3-1
python-typing_extensions 4.15.0-3
python-unrardll 0.1.7-5
python-urllib3 2.6.3-1
python-vdf 4.0-5
python-webencodings 0.5.1-13
python-wheel 0.47.0-1
python-wrapt 2.1.2-1
python-wsproto 1.3.2-1
python-xapp 3.0.2-1
python-xxhash 3.6.0-2
python-yaml 6.0.3-2
python-zeroconf 0.148.0-2
python-zope-event 6.1-2
python-zope-interface 8.3-1
python-zstandard 0.25.0-2
qbittorrent 5.1.4-2
qca-qt6 2.3.10-5
qcoro 0.13.0-1
qemu-audio-alsa 10.2.2-4
qemu-audio-dbus 10.2.2-4
qemu-audio-jack 10.2.2-4
qemu-audio-oss 10.2.2-4
qemu-audio-pa 10.2.2-4
qemu-audio-pipewire 10.2.2-4
qemu-audio-sdl 10.2.2-4
qemu-audio-spice 10.2.2-4
qemu-base 10.2.2-4
qemu-block-curl 10.2.2-4
qemu-block-dmg 10.2.2-4
qemu-block-nfs 10.2.2-4
qemu-block-ssh 10.2.2-4
qemu-chardev-spice 10.2.2-4
qemu-common 10.2.2-4
qemu-desktop 10.2.2-4
qemu-hw-display-qxl 10.2.2-4
qemu-hw-display-virtio-gpu 10.2.2-4
qemu-hw-display-virtio-gpu-gl 10.2.2-4
qemu-hw-display-virtio-gpu-pci 10.2.2-4
qemu-hw-display-virtio-gpu-pci-gl 10.2.2-4
qemu-hw-display-virtio-gpu-pci-rutabaga 10.2.2-4
qemu-hw-display-virtio-gpu-rutabaga 10.2.2-4
qemu-hw-display-virtio-vga 10.2.2-4
qemu-hw-display-virtio-vga-gl 10.2.2-4
qemu-hw-display-virtio-vga-rutabaga 10.2.2-4
qemu-hw-uefi-vars 10.2.2-4
qemu-hw-usb-host 10.2.2-4
qemu-hw-usb-redirect 10.2.2-4
qemu-hw-usb-smartcard 10.2.2-4
qemu-img 10.2.2-4
qemu-system-x86 10.2.2-4
qemu-system-x86-firmware 10.2.2-4
qemu-ui-curses 10.2.2-4
qemu-ui-dbus 10.2.2-4
qemu-ui-egl-headless 10.2.2-4
qemu-ui-gtk 10.2.2-4
qemu-ui-opengl 10.2.2-4
qemu-ui-sdl 10.2.2-4
qemu-ui-spice-app 10.2.2-4
qemu-ui-spice-core 10.2.2-4
qemu-vhost-user-gpu 10.2.2-4
qhull 2020.2-5
qoi r350.4461cc3-1
qpdf 12.3.2-2
qqc2-breeze-style 6.6.4-1
qqc2-desktop-style 6.25.0-1
qqwing 1.3.4-8
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-svg 5.15.18+kde+r5-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-x11extras 5.15.18-1
qt5ct 1.9-1
qt6-5compat 6.11.0-1
qt6-base 6.11.0-2
qt6-connectivity 6.11.0-1
qt6-declarative 6.11.0-4
qt6-imageformats 6.11.0-1
qt6-location 6.11.0-1
qt6-multimedia 6.11.0-1
qt6-multimedia-ffmpeg 6.11.0-1
qt6-networkauth 6.11.0-1
qt6-positioning 6.11.0-1
qt6-quick3d 6.11.0-1
qt6-quicktimeline 6.11.0-1
qt6-sensors 6.11.0-1
qt6-shadertools 6.11.0-1
qt6-speech 6.11.0-1
qt6-svg 6.11.0-2
qt6-tools 6.11.0-3
qt6-translations 6.11.0-1
qt6-virtualkeyboard 6.11.0-1
qt6-wayland 6.11.0-1
qt6-webchannel 6.11.0-1
qt6-webengine 6.11.0-5
qt6-websockets 6.11.0-1
qt6-webview 6.11.0-1
qtkeychain-qt6 0.15.0-4
quadrapassel 50.1-1
raptor 2.0.16-9
rasqal 1:0.9.33-8
rav1e 0.8.1-2
rdma-core 62.0-1
re2 2:2025.11.05-3
readline 8.3.003-1
redland 1:1.0.17-10
retroarch 1.22.2-1
retroarch-assets-git 1.22.0.r4.ga7b711d-1
retroarch-assets-glui 1:538-1
retroarch-assets-ozone 1:538-1
retroarch-assets-xmb 1:538-1
rhash 1.4.6-1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1
rnnoise 1:0.2-1
rofi 2.0.0-1
rsync 3.4.1-2
rtkit 0.14-1
rtmpdump 1:2.6-1
rubberband 4.0.0-2
ruby 3.4.8-2
rubygems 3.6.9-1
runc 1.4.2-1
rustup 1.29.0-2
rutabaga-ffi 0.1.75-1
rygel 1:45.1-1
sane 1.4.0-4
satty 0.20.1-2
sbc 2.2-1
sdbus-cpp 2.2.1-1
sddm 0.21.0-6
sddm-kcm 6.6.4-1
sdl2-compat 2.32.66-1
sdl2_image 2.8.10-1
sdl2_mixer 2.8.1-2
sdl2_ttf 2.24.0-2
sdl3 3.4.4-1
sdl3_ttf 3.2.2-3
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.9-3
semver 7.7.4-1
serd 0.32.8-1
sfml 3.1.0-1
shaderc 2026.1-2
shadow 4.18.0-1
shared-mime-info 2.4-3
shiboken6 6.11.0-4
showtime 50.0-1
signal-desktop 8.7.0-1
signon-kwallet-extension 26.04.0-1
signon-plugin-oauth2 0.25-4
signon-ui 0.17+20231016-3
signond 8.61-4
simde 0.8.2-1
simdjson 1:4.6.3-1
simple-scan 50.0-1
slang 2.3.3-4
slurp 1.5.0-2
smartmontools 7.5-1
smbclient 2:4.24.1-1
snappy 1.2.2-3
snapshot 50.0-1
sndio 1.10.0-1
snixembed 0.3.3-2
socat 1.8.1.1-1
sof-firmware 2025.12.2-1
sofia-sip 1.13.17-2
solid 6.25.0-1
sonnet 6.25.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
source-highlight 3.1.9-17
spandsp 0.0.6-7
spdlog 1.17.0-2
spectacle 1:6.6.4-1
speech-dispatcher 0.12.1-3
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.341.0-2
spotify 1:1.2.86.502-1
sqlite 3.53.0-2
sratom 0.6.22-1
srt 1.5.4-1
starship 1.25.0-1
startup-notification 0.12-9
steam 1.0.0.85-6
steam-devices 1.0.0.85-6
steamlink 1.3.24.301-1
steamtinkerlaunch 12.12-1
sudo 1.9.17.p2-2
suitesparse 7.12.2-1
sunshine 2025.924.154138-3
sushi 50rc.1-1
svt-av1 4.1.0-1
svt-hevc 1.5.1-4
swaybg 1.2.2-1
swayosd 0.3.1-1
swell-foop 50.0-1
syndication 6.25.0-1
syntax-highlighting 6.25.0-1
sysprof 50.0-1
system-config-printer 1.5.18-6
systemd 260.1-2
systemd-libs 260.1-2
systemd-sysvcompat 260.1-2
systemsettings 6.6.4-1
taglib 2.2.1-1
talloc 2.4.4-1
tar 1.35-2
tdb 1.4.15-1
tecla 50.0-1
template-glib 3.40.0-1
tevent 1:0.17.1-2
texinfo 7.3-1
thunderbird 149.0.2-1
timezonemap 0.4.5.4-1
tinysparql 3.11.1-1
tldr 3.4.4-1
tmux 3.6_a-1
tobi-try 1.8.1-2
tomlplusplus 3.4.0-2
totem-pl-parser 3.26.7-1
tpm2-tss 4.1.3-1
tree-sitter 0.26.8-1
tree-sitter-c 0.24.1-2
tree-sitter-cli 0.26.8-1
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-cascadia-mono-nerd 3.4.0-2
ttf-hack 3.003-7
ttf-ia-writer 20181225-1
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
twolame 0.4.0-4
typora 1.12.4-1
tzdata 2026a-1
tzupdate 3.1.0-1
uchardet 0.0.8-4
udisks2 2.11.1-2
ufw 0.36.2-7
ufw-docker 251123-1
uhk-agent-appimage 9.0.2-1
unibilium 2.1.2-1
unzip 6.0-23
upower 1.91.2-1
usage 3.2.0-1
usbmuxd 1.1.1-4
usbredir 0.15.0-1
usbutils 019-1
uthash 2.3.0-3
util-linux 2.42-1
util-linux-libs 2.42-1
uwsm 0.26.4-1
v4l-utils 1.32.0-2
vala 0.56.19-1
vapoursynth 73-2
vde2 2.3.3-8
verdict 1.4.4-1
vid.stab 1.1.1-2
vim 9.2.0388-1
vim-runtime 9.2.0388-1
virglrenderer 1.2.0-1
virtiofsd 1.13.3-1
visual-studio-code-bin 1.117.0-1
vmaf 3.1.0-1
volume_key 0.3.12-12
vte-common 0.84.0-1
vte3 0.84.0-1
vte4 0.84.0-1
vulkan-icd-loader 1.4.341.0-1
vulkan-mesa-layers 1:26.0.5-1
vulkan-tools 1.4.341.0-2
walker 2.16.0-1
wavpack 5.9.0-1
waybar 0.15.0-2
wayland 1.25.0-1
wayland-protocols 1.48-1
wayland-utils 1.3.0-1
webkit2gtk-4.1 2.52.3-1
webkitgtk-6.0 2.52.3-1
webp-pixbuf-loader 0.2.7-2
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
whois 5.6.6-1
wildmidi 0.4.6-1
wimlib 1.14.5-1
wine 11.7-1
wireless-regdb 2026.02.04-1
wireless_tools 30.pre9-5
wiremix 0.10.0-1
wireplumber 0.5.14-1
wl-clipboard 1:2.3.0-1
wlogout 1.2.2-0
woeusb 5.2.4-1
woff2 1.0.2-6
woff2-font-awesome 7.2.0-1
wofi 1.5.3-1
wolfssl 5.9.1-1
wpa_supplicant 2:2.11-5
wsdd 0.9-2
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xapp 3.2.2-1
xapp-symbolic-icons 1.0.9-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-4
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.20.4-1
xdg-desktop-portal-gnome 50.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-4
xdg-desktop-portal-kde 6.6.4-1
xdg-desktop-portal-xapp 1.1.3-2
xdg-terminal-exec 0.14.0-1
xdg-user-dirs 0.20-1
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xdotool 4.20260303.1-1
xf86-input-libinput 1.5.0-1
xkeyboard-config 2.47-1
xmlsec 1.3.11-1
xmlstarlet 1.6.1-6
xorg-fonts-encodings 1.1.0-2
xorg-server 21.1.22-1
xorg-server-common 21.1.22-1
xorg-setxkbmap 1.3.5-1
xorg-xauth 1.1.5-1
xorg-xdpyinfo 1.4.0-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.10-1
xorg-xwininfo 1.1.6-2
xorgproto 2025.1-1
xournalpp 1.3.4-1
xsettingsd 1.0.2-3
xss-lock 0.4.0-1
xterm 409-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yad 14.2-1
yajl 2.1.0-7
yaru-icon-theme 25.10.2-1
yay 12.5.7-2
yay-bin-debug 12.5.2-1
yelp 49.0-1
yelp-xsl 49.0-1
yoga 3.2.1-1
yyjson 0.12.0-1
zbar 0.23.93-5
zed 0.233.7-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-1
zip 3.0-13
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.9.9-2
zram-generator 1.2.1-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
